experiment_group,context,method,seed,threshold_type,threshold_value,f1,precision,recall,fpr,roc_auc,pr_auc,eligible,n_epochs,train_time_s,notes,row_type,n_seeds,mean_f1,std_f1,min_f1,max_f1,mean_roc_auc,std_roc_auc,mean_pr_auc,std_pr_auc,mean_fpr,std_fpr
cross_domain,UNSW->CIC,lstm,42,val_tuned,0.917,0.0906,0.1051,0.0797,0.4555,0.431,0.3412,True,29.0,49.1,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,42,fixed_fpr,0.9828,0.0001,0.0003,0.0001,0.1597,0.431,0.3412,True,29.0,49.1,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,43,default,0.5,0.6074,0.484,0.8153,0.5833,0.6517,0.4742,True,25.0,43.5,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,43,val_tuned,0.937,0.7071,0.634,0.7993,0.3097,0.6517,0.4742,True,25.0,43.5,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,43,fixed_fpr,0.9718,0.0,0.0,0.0,0.1671,0.6517,0.4742,True,25.0,43.5,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,44,default,0.5,0.6408,0.5335,0.802,0.4707,0.7887,0.6061,True,10.0,18.6,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,44,val_tuned,0.902,0.7117,0.6414,0.7993,0.3,0.7887,0.6061,True,10.0,18.6,,per_seed,,,,,,,,,,,
cross_domain,UNSW->CIC,lstm,44,fixed_fpr,0.9661,0.8042,0.8101,0.7984,0.1256,0.7887,0.6061,True,10.0,18.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,42,default,0.5,0.0471,0.0359,0.0687,0.1107,0.5804,0.0891,True,13.0,1.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,42,val_tuned,0.224,0.0526,0.04,0.0769,0.1108,0.5804,0.0891,True,13.0,1.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,42,fixed_fpr,0.0437,0.061,0.0462,0.0896,0.111,0.5804,0.0891,True,13.0,1.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,43,default,0.5,0.0575,0.0412,0.0956,0.1336,0.534,0.0698,True,14.0,2.0,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,43,val_tuned,0.894,0.0562,0.0427,0.0823,0.1108,0.534,0.0698,True,14.0,2.0,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,43,fixed_fpr,0.3447,0.0638,0.0456,0.1064,0.1337,0.534,0.0698,True,14.0,2.0,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,44,default,0.5,0.067,0.0478,0.1118,0.1336,0.476,0.0577,True,9.0,1.2,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,44,val_tuned,0.884,0.0561,0.0402,0.0931,0.1336,0.476,0.0577,True,9.0,1.2,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,cnn1d,44,fixed_fpr,0.7744,0.0606,0.0433,0.1008,0.1336,0.476,0.0577,True,9.0,1.2,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,42,default,0.5,0.0692,0.1146,0.0496,0.023,0.6306,0.0837,True,15.0,2.3,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,42,val_tuned,0.995,0.05,0.0847,0.0354,0.023,0.6306,0.0837,False,15.0,2.3,degenerate_threshold,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,42,fixed_fpr,0.2598,0.1002,0.1577,0.0735,0.0235,0.6306,0.0837,True,15.0,2.3,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,43,default,0.5,0.0513,0.039,0.0749,0.1107,0.5638,0.076,True,18.0,2.8,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,43,val_tuned,0.904,0.0118,0.1236,0.0062,0.0026,0.5638,0.076,True,18.0,2.8,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,43,fixed_fpr,0.074,0.0528,0.0378,0.0875,0.1335,0.5638,0.076,True,18.0,2.8,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,44,default,0.5,0.1163,0.171,0.0881,0.0256,0.6533,0.1219,True,10.0,1.7,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,44,val_tuned,0.112,0.131,0.1884,0.1003,0.0259,0.6533,0.1219,True,10.0,1.7,,per_seed,,,,,,,,,,,
cross_domain,IoT->UNSW,lstm,44,fixed_fpr,0.0138,0.1777,0.1209,0.3356,0.1465,0.6533,0.1219,True,10.0,1.7,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,42,default,0.5,0.0017,0.0098,0.0009,0.0635,0.6394,0.5756,True,13.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,42,val_tuned,0.224,0.0019,0.0085,0.0011,0.0837,0.6394,0.5756,True,13.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,42,fixed_fpr,0.0437,0.0027,0.0082,0.0016,0.1329,0.6394,0.5756,True,13.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,43,default,0.5,0.0694,0.1611,0.0442,0.1546,0.6587,0.5522,True,14.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,43,val_tuned,0.893,0.0606,0.1736,0.0367,0.1172,0.6587,0.5522,True,14.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,43,fixed_fpr,0.343,0.0714,0.1533,0.0465,0.1724,0.6587,0.5522,True,14.0,2.1,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,44,default,0.5,0.0013,0.0038,0.0008,0.1347,0.6343,0.5701,True,9.0,1.9,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,44,val_tuned,0.884,0.0004,0.0017,0.0002,0.0946,0.6343,0.5701,True,9.0,1.9,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,cnn1d,44,fixed_fpr,0.7744,0.0012,0.0043,0.0007,0.1068,0.6343,0.5701,True,9.0,1.9,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,42,default,0.5,0.0313,0.1105,0.0182,0.0985,0.7038,0.541,True,15.0,3.4,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,42,val_tuned,0.995,0.0017,0.0117,0.0009,0.052,0.7038,0.541,False,15.0,3.4,degenerate_threshold,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,42,fixed_fpr,0.2598,0.0462,0.139,0.0277,0.115,0.7038,0.541,True,15.0,3.4,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,43,default,0.5,0.0009,0.0034,0.0005,0.0966,0.7007,0.54,True,18.0,3.5,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,43,val_tuned,0.904,0.0004,0.0022,0.0002,0.0612,0.7007,0.54,True,18.0,3.5,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,43,fixed_fpr,0.074,0.0322,0.0937,0.0195,0.1264,0.7007,0.54,True,18.0,3.5,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,44,default,0.5,0.2732,0.5021,0.1876,0.1249,0.7339,0.5787,True,10.0,2.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,44,val_tuned,0.112,0.2733,0.4866,0.19,0.1345,0.7339,0.5787,True,10.0,2.6,,per_seed,,,,,,,,,,,
cross_domain,IoT->CIC,lstm,44,fixed_fpr,0.0138,0.2522,0.3724,0.1907,0.2157,0.7339,0.5787,True,10.0,2.6,,per_seed,,,,,,,,,,,
cross_domain,CIC->IoT,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.003,0.0004,0.0027,0.0034,0.8773,0.0633,0.8382,0.069,0.0224,0.0187
cross_domain,CIC->IoT,cnn1d,-1,fixed_fpr,0.0951,,,,,,,,,,aggregate,aggregate,3.0,0.3474,0.3579,0.0636,0.7494,0.8773,0.0633,0.8382,0.069,0.0372,0.0281
cross_domain,CIC->IoT,cnn1d,-1,val_tuned,0.76,,,,,,,,,,aggregate,aggregate,3.0,0.0018,0.0013,0.0008,0.0027,0.9069,0.0525,0.8778,0.0117,0.015,0.02
cross_domain,CIC->IoT,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0003,0.0005,0.0,0.0008,0.8256,0.0977,0.7931,0.0951,0.0001,0.0001
cross_domain,CIC->IoT,lstm,-1,fixed_fpr,0.0741666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.0679,0.0087,0.0579,0.0739,0.8256,0.0977,0.7931,0.0951,0.0041,0.0066
cross_domain,CIC->IoT,lstm,-1,val_tuned,0.1293333333333333,,,,,,,,,,aggregate,aggregate,3.0,0.0311,0.0364,0.0,0.0711,0.8256,0.0977,0.7931,0.0951,0.0001,0.0001
cross_domain,IoT->CIC,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0241,0.0392,0.0013,0.0694,0.6441,0.0129,0.566,0.0122,0.1176,0.0479
cross_domain,IoT->CIC,cnn1d,-1,fixed_fpr,0.3870333333333333,,,,,,,,,,aggregate,aggregate,3.0,0.0251,0.0401,0.0012,0.0714,0.6441,0.0129,0.566,0.0122,0.1374,0.033
cross_domain,IoT->CIC,cnn1d,-1,val_tuned,0.6669999999999999,,,,,,,,,,aggregate,aggregate,3.0,0.021,0.0343,0.0004,0.0606,0.6441,0.0129,0.566,0.0122,0.0985,0.0171
cross_domain,IoT->CIC,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.1018,0.1492,0.0009,0.2732,0.7128,0.0183,0.5532,0.0221,0.1067,0.0158
cross_domain,IoT->CIC,lstm,-1,fixed_fpr,0.1158666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.1102,0.1232,0.0322,0.2522,0.7128,0.0183,0.5532,0.0221,0.1524,0.0551
cross_domain,IoT->CIC,lstm,-1,val_tuned,0.508,,,,,,,,,,aggregate,aggregate,3.0,0.1368,0.193,0.0004,0.2733,0.7173,0.0235,0.5594,0.0274,0.0979,0.0518
cross_domain,IoT->UNSW,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0572,0.01,0.0471,0.067,0.5301,0.0523,0.0722,0.0158,0.126,0.0132
cross_domain,IoT->UNSW,cnn1d,-1,fixed_fpr,0.3876,,,,,,,,,,aggregate,aggregate,3.0,0.0618,0.0017,0.0606,0.0638,0.5301,0.0523,0.0722,0.0158,0.1261,0.0131
cross_domain,IoT->UNSW,cnn1d,-1,val_tuned,0.6673333333333334,,,,,,,,,,aggregate,aggregate,3.0,0.055,0.0021,0.0526,0.0562,0.5301,0.0523,0.0722,0.0158,0.1184,0.0132
cross_domain,IoT->UNSW,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0789,0.0336,0.0513,0.1163,0.6159,0.0465,0.0939,0.0246,0.0531,0.0499
cross_domain,IoT->UNSW,lstm,-1,fixed_fpr,0.1158666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.1102,0.0631,0.0528,0.1777,0.6159,0.0465,0.0939,0.0246,0.1012,0.0676
cross_domain,IoT->UNSW,lstm,-1,val_tuned,0.508,,,,,,,,,,aggregate,aggregate,3.0,0.0714,0.0843,0.0118,0.131,0.6085,0.0633,0.099,0.0325,0.0142,0.0165
cross_domain,UNSW->CIC,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0741,0.0416,0.0353,0.1181,0.2757,0.06,0.3115,0.0392,0.479,0.1035
cross_domain,UNSW->CIC,cnn1d,-1,fixed_fpr,0.9845,,,,,,,,,,aggregate,aggregate,3.0,0.0766,0.0479,0.0427,0.1105,0.3004,0.0593,0.3268,0.0408,0.031,0.0026
cross_domain,UNSW->CIC,cnn1d,-1,val_tuned,0.7826666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.0671,0.0505,0.0216,0.1214,0.2757,0.06,0.3115,0.0392,0.3015,0.0829
cross_domain,UNSW->CIC,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.6295,0.0192,0.6074,0.6408,0.6238,0.1805,0.4738,0.1325,0.5518,0.0709
cross_domain,UNSW->CIC,lstm,-1,fixed_fpr,0.9735666666666668,,,,,,,,,,aggregate,aggregate,3.0,0.2681,0.4643,0.0,0.8042,0.6238,0.1805,0.4738,0.1325,0.1508,0.0221
cross_domain,UNSW->CIC,lstm,-1,val_tuned,0.9186666666666669,,,,,,,,,,aggregate,aggregate,3.0,0.5031,0.3573,0.0906,0.7117,0.6238,0.1805,0.4738,0.1325,0.3551,0.0871
cross_domain,UNSW->IoT,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.7708,0.0247,0.7456,0.795,0.8227,0.0419,0.8158,0.0413,0.3557,0.1206
cross_domain,UNSW->IoT,cnn1d,-1,fixed_fpr,0.9875666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.2771,0.4692,0.0046,0.8188,0.8227,0.0419,0.8158,0.0413,0.042,0.0587
cross_domain,UNSW->IoT,cnn1d,-1,val_tuned,0.778,,,,,,,,,,aggregate,aggregate,3.0,0.8181,0.0281,0.7891,0.8453,0.8227,0.0419,0.8158,0.0413,0.1317,0.0551
cross_domain,UNSW->IoT,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.6443,0.1837,0.4439,0.8046,0.3872,0.2734,0.5178,0.1216,0.8107,0.2445
cross_domain,UNSW->IoT,lstm,-1,fixed_fpr,0.9735666666666668,,,,,,,,,,aggregate,aggregate,3.0,0.0762,0.1045,0.0077,0.1965,0.3872,0.2734,0.5178,0.1216,0.0731,0.0607
cross_domain,UNSW->IoT,lstm,-1,val_tuned,0.9186666666666669,,,,,,,,,,aggregate,aggregate,3.0,0.314,0.1834,0.1155,0.4771,0.3872,0.2734,0.5178,0.1216,0.6264,0.2919
in_domain,CIC_in_domain,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.3201,0.0012,0.319,0.3214,0.9908,0.0049,0.9794,0.0112,0.0022,0.0017
in_domain,CIC_in_domain,cnn1d,-1,fixed_fpr,0.1547333333333333,,,,,,,,,,aggregate,aggregate,3.0,0.3217,0.0027,0.3192,0.3246,0.9908,0.0049,0.9794,0.0112,0.006,0.0058
in_domain,CIC_in_domain,cnn1d,-1,val_tuned,0.6715,,,,,,,,,,aggregate,aggregate,3.0,0.3198,0.0,0.3198,0.3198,0.9925,0.0055,0.9834,0.0124,0.0005,0.0
in_domain,CIC_in_domain,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.3187,0.0007,0.3179,0.3192,0.9851,0.0038,0.9668,0.0079,0.0011,0.0003
in_domain,CIC_in_domain,lstm,-1,fixed_fpr,0.0741666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.3168,0.0002,0.3166,0.317,0.9851,0.0038,0.9668,0.0079,0.0081,0.0008
in_domain,CIC_in_domain,lstm,-1,val_tuned,0.1293333333333333,,,,,,,,,,aggregate,aggregate,3.0,0.3186,0.0008,0.3177,0.3192,0.9851,0.0038,0.9668,0.0079,0.0031,0.0025
in_domain,IoT_in_domain,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0018,0.0006,0.0011,0.0022,0.7793,0.0264,0.7325,0.0163,0.0086,0.0006
in_domain,IoT_in_domain,cnn1d,-1,fixed_fpr,0.3872333333333333,,,,,,,,,,aggregate,aggregate,3.0,0.0137,0.0184,0.0022,0.035,0.7793,0.0264,0.7325,0.0163,0.0099,0.0017
in_domain,IoT_in_domain,cnn1d,-1,val_tuned,0.6666666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.0019,0.0,0.0019,0.0019,0.7793,0.0264,0.7325,0.0163,0.0081,0.0004
in_domain,IoT_in_domain,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.0061,0.0008,0.0055,0.007,0.8799,0.0115,0.7987,0.0188,0.0512,0.0121
in_domain,IoT_in_domain,lstm,-1,fixed_fpr,0.1158666666666666,,,,,,,,,,aggregate,aggregate,3.0,0.1957,0.3248,0.006,0.5707,0.8799,0.0115,0.7987,0.0188,0.0785,0.0181
in_domain,IoT_in_domain,lstm,-1,val_tuned,0.508,,,,,,,,,,aggregate,aggregate,3.0,0.0049,0.002,0.0035,0.0063,0.8794,0.0162,0.7972,0.0264,0.0342,0.0238
in_domain,UNSW_in_domain,cnn1d,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.8081,0.0054,0.8033,0.8139,0.9918,0.0008,0.8345,0.0165,0.0284,0.001
in_domain,UNSW_in_domain,cnn1d,-1,fixed_fpr,0.9879333333333332,,,,,,,,,,aggregate,aggregate,3.0,0.5829,0.0456,0.5316,0.6191,0.9918,0.0008,0.8345,0.0165,0.0061,0.0003
in_domain,UNSW_in_domain,cnn1d,-1,val_tuned,0.7779999999999999,,,,,,,,,,aggregate,aggregate,3.0,0.8223,0.0077,0.8134,0.8275,0.9918,0.0008,0.8345,0.0165,0.0257,0.0013
in_domain,UNSW_in_domain,lstm,-1,default,0.5,,,,,,,,,,aggregate,aggregate,3.0,0.802,0.0213,0.7778,0.8181,0.9907,0.0005,0.8268,0.0123,0.0294,0.0039
in_domain,UNSW_in_domain,lstm,-1,fixed_fpr,0.9735666666666668,,,,,,,,,,aggregate,aggregate,3.0,0.6262,0.0204,0.614,0.6497,0.9907,0.0005,0.8268,0.0123,0.0083,0.0019
in_domain,UNSW_in_domain,lstm,-1,val_tuned,0.9186666666666669,,,,,,,,,,aggregate,aggregate,3.0,0.8159,0.014,0.8007,0.8282,0.9907,0.0005,0.8268,0.0123,0.0232,0.0034
