eval_block,source_dataset,target_dataset,method,feature_name,feature_importance_rank,feature_rank_type,source_reference_split,target_split,ks_stat,wasserstein,psi,source_mean,target_mean,source_p50,target_p50,source_p90,target_p90,interpretation
cic_to_iot,CIC-IDS2017,IoT-23,lr,duration_s,15,other,source_test,target_test,0.3751,8.6171,,8.5515,12.3358,0.0235,2.1518,11.8217,32.472,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,packet_count_total,6,top10_by_importance,source_test,target_test,0.1105,39.2446,,18.5562,46.8128,4.0,4.0,22.0,14.0,[TOP10]ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_total,2,top10_by_importance,source_test,target_test,0.2495,32451.2274,,15524.8477,34017.4766,316.0,240.0,12119.0,1083.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lr,packet_count_fwd,18,other,source_test,target_test,0.3749,27.5721,,9.7627,30.4825,2.0,1.0,11.0,6.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,packet_count_bwd,1,top10_by_importance,source_test,target_test,0.2405,13.3002,,8.7934,16.3304,2.0,4.0,11.0,8.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_fwd,4,top10_by_importance,source_test,target_test,0.3938,28412.3161,,9520.2139,30586.1602,138.0,76.0,1698.0,563.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_bwd,3,top10_by_importance,source_test,target_test,0.221,6367.5405,,6004.6353,3431.3115,130.0,240.0,9362.0,507.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lr,protocol,10,top10_by_importance,source_test,target_test,0.0168,0.185,,10.3191,10.1341,6.0,6.0,17.0,17.0,[TOP10]ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lr,is_tcp,11,other,source_test,target_test,0.0168,0.0168,,0.6074,0.6242,1.0,1.0,1.0,1.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lr,is_udp,12,other,source_test,target_test,0.0168,0.0168,,0.3926,0.3758,0.0,0.0,1.0,1.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_per_packet,8,top10_by_importance,source_test,target_test,0.4867,111.9323,,187.9939,84.965,89.0,73.875,583.0792,77.6923,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_per_packet_fwd,19,other,source_test,target_test,0.3945,62.7314,,117.3559,57.5655,61.25,72.0,204.0,93.8333,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_per_packet_bwd,7,top10_by_importance,source_test,target_test,0.4152,232.7591,,293.9425,70.0629,74.0,61.4,641.533,77.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,packets_per_second,5,top10_by_importance,source_test,target_test,0.493,26788.6529,,26994.5488,205.8975,168.6559,0.5568,46603.3789,1144.7336,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bytes_per_second,9,top10_by_importance,source_test,target_test,0.5166,1515706.6577,,1532476.625,16770.0156,27268.0059,33.4522,2438548.75,86999.7578,[TOP10]ks_drift_severe
cic_to_iot,CIC-IDS2017,IoT-23,lr,fwd_packet_ratio,17,other,source_test,target_test,0.4439,0.2472,,0.5103,0.3742,0.5,0.4615,0.5714,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bwd_packet_ratio,16,other,source_test,target_test,0.4439,0.2472,,0.4897,0.6258,0.5,0.5385,0.5,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,fwd_byte_ratio,14,other,source_test,target_test,0.3749,0.1542,,0.4869,0.3868,0.5238,0.5,0.7,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lr,bwd_byte_ratio,13,other,source_test,target_test,0.3749,0.1542,,0.5131,0.6132,0.4762,0.5,0.8552,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,duration_s,12,other,source_test,target_test,0.3751,8.6171,,8.5515,12.3358,0.0235,2.1518,11.8217,32.472,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,packet_count_total,8,top10_by_importance,source_test,target_test,0.1105,39.2446,,18.5562,46.8128,4.0,4.0,22.0,14.0,[TOP10]ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_total,9,top10_by_importance,source_test,target_test,0.2495,32451.2274,,15524.8477,34017.4766,316.0,240.0,12119.0,1083.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,xgb,packet_count_fwd,4,top10_by_importance,source_test,target_test,0.3749,27.5721,,9.7627,30.4825,2.0,1.0,11.0,6.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,packet_count_bwd,5,top10_by_importance,source_test,target_test,0.2405,13.3002,,8.7934,16.3304,2.0,4.0,11.0,8.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_fwd,16,other,source_test,target_test,0.3938,28412.3161,,9520.2139,30586.1602,138.0,76.0,1698.0,563.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_bwd,6,top10_by_importance,source_test,target_test,0.221,6367.5405,,6004.6353,3431.3115,130.0,240.0,9362.0,507.0,[TOP10]ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,xgb,protocol,10,top10_by_importance,source_test,target_test,0.0168,0.185,,10.3191,10.1341,6.0,6.0,17.0,17.0,[TOP10]ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,xgb,is_tcp,11,other,source_test,target_test,0.0168,0.0168,,0.6074,0.6242,1.0,1.0,1.0,1.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,xgb,is_udp,14,other,source_test,target_test,0.0168,0.0168,,0.3926,0.3758,0.0,0.0,1.0,1.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_per_packet,7,top10_by_importance,source_test,target_test,0.4867,111.9323,,187.9939,84.965,89.0,73.875,583.0792,77.6923,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_per_packet_fwd,15,other,source_test,target_test,0.3945,62.7314,,117.3559,57.5655,61.25,72.0,204.0,93.8333,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_per_packet_bwd,1,top10_by_importance,source_test,target_test,0.4152,232.7591,,293.9425,70.0629,74.0,61.4,641.533,77.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,packets_per_second,13,other,source_test,target_test,0.493,26788.6529,,26994.5488,205.8975,168.6559,0.5568,46603.3789,1144.7336,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bytes_per_second,17,other,source_test,target_test,0.5166,1515706.6577,,1532476.625,16770.0156,27268.0059,33.4522,2438548.75,86999.7578,ks_drift_severe
cic_to_iot,CIC-IDS2017,IoT-23,xgb,fwd_packet_ratio,3,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.5103,0.3742,0.5,0.4615,0.5714,1.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bwd_packet_ratio,2,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.4897,0.6258,0.5,0.5385,0.5,1.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,fwd_byte_ratio,18,other,source_test,target_test,0.3749,0.1542,,0.4869,0.3868,0.5238,0.5,0.7,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,xgb,bwd_byte_ratio,19,other,source_test,target_test,0.3749,0.1542,,0.5131,0.6132,0.4762,0.5,0.8552,1.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,duration_s,19,other,source_test,target_test,0.3751,8.6171,,8.5515,12.3358,0.0235,2.1518,11.8217,32.472,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,packet_count_total,18,other,source_test,target_test,0.1105,39.2446,,18.5562,46.8128,4.0,4.0,22.0,14.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_total,17,other,source_test,target_test,0.2495,32451.2274,,15524.8477,34017.4766,316.0,240.0,12119.0,1083.0,ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lstm,packet_count_fwd,16,other,source_test,target_test,0.3749,27.5721,,9.7627,30.4825,2.0,1.0,11.0,6.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,packet_count_bwd,15,other,source_test,target_test,0.2405,13.3002,,8.7934,16.3304,2.0,4.0,11.0,8.0,ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_fwd,14,other,source_test,target_test,0.3938,28412.3161,,9520.2139,30586.1602,138.0,76.0,1698.0,563.0,ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_bwd,13,other,source_test,target_test,0.221,6367.5405,,6004.6353,3431.3115,130.0,240.0,9362.0,507.0,ks_drift_moderate
cic_to_iot,CIC-IDS2017,IoT-23,lstm,protocol,12,other,source_test,target_test,0.0168,0.185,,10.3191,10.1341,6.0,6.0,17.0,17.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lstm,is_tcp,11,other,source_test,target_test,0.0168,0.0168,,0.6074,0.6242,1.0,1.0,1.0,1.0,ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lstm,is_udp,10,top10_by_importance,source_test,target_test,0.0168,0.0168,,0.3926,0.3758,0.0,0.0,1.0,1.0,[TOP10]ks_drift_low
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_per_packet,9,top10_by_importance,source_test,target_test,0.4867,111.9323,,187.9939,84.965,89.0,73.875,583.0792,77.6923,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_per_packet_fwd,8,top10_by_importance,source_test,target_test,0.3945,62.7314,,117.3559,57.5655,61.25,72.0,204.0,93.8333,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_per_packet_bwd,7,top10_by_importance,source_test,target_test,0.4152,232.7591,,293.9425,70.0629,74.0,61.4,641.533,77.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,packets_per_second,6,top10_by_importance,source_test,target_test,0.493,26788.6529,,26994.5488,205.8975,168.6559,0.5568,46603.3789,1144.7336,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bytes_per_second,5,top10_by_importance,source_test,target_test,0.5166,1515706.6577,,1532476.625,16770.0156,27268.0059,33.4522,2438548.75,86999.7578,[TOP10]ks_drift_severe
cic_to_iot,CIC-IDS2017,IoT-23,lstm,fwd_packet_ratio,4,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.5103,0.3742,0.5,0.4615,0.5714,1.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bwd_packet_ratio,3,top10_by_importance,source_test,target_test,0.4439,0.2472,,0.4897,0.6258,0.5,0.5385,0.5,1.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,fwd_byte_ratio,2,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.4869,0.3868,0.5238,0.5,0.7,1.0,[TOP10]ks_drift_high
cic_to_iot,CIC-IDS2017,IoT-23,lstm,bwd_byte_ratio,1,top10_by_importance,source_test,target_test,0.3749,0.1542,,0.5131,0.6132,0.4762,0.5,0.8552,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,duration_s,9,top10_by_importance,source_test,target_test,0.4743,11.688,,0.6481,12.3358,0.0289,2.1518,1.1145,32.472,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,packet_count_total,6,top10_by_importance,source_test,target_test,0.6674,115.705,,87.6638,46.8128,34.0,4.0,158.0,14.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_total,3,top10_by_importance,source_test,target_test,0.6709,74035.3348,,46286.4609,34017.4766,7856.0,240.0,60143.5625,1083.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,packet_count_fwd,8,top10_by_importance,source_test,target_test,0.7027,72.0603,,49.0304,30.4825,18.0,1.0,80.0,6.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,packet_count_bwd,2,top10_by_importance,source_test,target_test,0.6292,44.7526,,38.6334,16.3304,16.0,4.0,72.0,8.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_fwd,10,top10_by_importance,source_test,target_test,0.7664,68095.6947,,40727.5859,30586.1602,3080.0,76.0,54462.0,563.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_bwd,1,top10_by_importance,source_test,target_test,0.6798,5977.6162,,5558.873,3431.3115,1684.0,240.0,8928.0,507.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,protocol,12,other,source_test,target_test,0.1021,1.1226,,9.0115,10.1341,6.0,6.0,17.0,17.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lr,is_tcp,11,other,source_test,target_test,0.1021,0.1021,,0.7262,0.6242,1.0,1.0,1.0,1.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lr,is_udp,13,other,source_test,target_test,0.1021,0.1021,,0.2738,0.3758,0.0,0.0,1.0,1.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_per_packet,4,top10_by_importance,source_test,target_test,0.8154,167.5311,,251.9827,84.965,157.0,73.875,462.4,77.6923,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_per_packet_fwd,7,top10_by_importance,source_test,target_test,0.6341,270.6787,,328.2319,57.5655,117.9683,72.0,800.9117,93.8333,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_per_packet_bwd,5,top10_by_importance,source_test,target_test,0.3723,64.7625,,132.5778,70.0629,73.0,61.4,194.1979,77.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,packets_per_second,19,other,source_test,target_test,0.6427,9009.4962,,9215.3936,205.8975,2355.759,0.5568,6050.4468,1144.7336,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,bytes_per_second,18,other,source_test,target_test,0.6765,2016069.978,,2032840.125,16770.0156,300520.6875,33.4522,1808937.625,86999.7578,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lr,fwd_packet_ratio,17,other,source_test,target_test,0.3735,0.2337,,0.4966,0.3742,0.5055,0.4615,0.5714,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,bwd_packet_ratio,16,other,source_test,target_test,0.3735,0.2337,,0.5034,0.6258,0.4945,0.5385,0.5652,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,fwd_byte_ratio,14,other,source_test,target_test,0.4238,0.2439,,0.62,0.3868,0.5548,0.5,0.9381,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lr,bwd_byte_ratio,15,other,source_test,target_test,0.4238,0.2439,,0.38,0.6132,0.4452,0.5,0.7891,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,duration_s,12,other,source_test,target_test,0.4743,11.688,,0.6481,12.3358,0.0289,2.1518,1.1145,32.472,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,packet_count_total,16,other,source_test,target_test,0.6674,115.705,,87.6638,46.8128,34.0,4.0,158.0,14.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_total,14,other,source_test,target_test,0.6709,74035.3348,,46286.4609,34017.4766,7856.0,240.0,60143.5625,1083.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,packet_count_fwd,10,top10_by_importance,source_test,target_test,0.7027,72.0603,,49.0304,30.4825,18.0,1.0,80.0,6.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,packet_count_bwd,4,top10_by_importance,source_test,target_test,0.6292,44.7526,,38.6334,16.3304,16.0,4.0,72.0,8.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_fwd,3,top10_by_importance,source_test,target_test,0.7664,68095.6947,,40727.5859,30586.1602,3080.0,76.0,54462.0,563.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_bwd,7,top10_by_importance,source_test,target_test,0.6798,5977.6162,,5558.873,3431.3115,1684.0,240.0,8928.0,507.0,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,protocol,11,other,source_test,target_test,0.1021,1.1226,,9.0115,10.1341,6.0,6.0,17.0,17.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,xgb,is_tcp,9,top10_by_importance,source_test,target_test,0.1021,0.1021,,0.7262,0.6242,1.0,1.0,1.0,1.0,[TOP10]ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,xgb,is_udp,5,top10_by_importance,source_test,target_test,0.1021,0.1021,,0.2738,0.3758,0.0,0.0,1.0,1.0,[TOP10]ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_per_packet,15,other,source_test,target_test,0.8154,167.5311,,251.9827,84.965,157.0,73.875,462.4,77.6923,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_per_packet_fwd,8,top10_by_importance,source_test,target_test,0.6341,270.6787,,328.2319,57.5655,117.9683,72.0,800.9117,93.8333,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_per_packet_bwd,13,other,source_test,target_test,0.3723,64.7625,,132.5778,70.0629,73.0,61.4,194.1979,77.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,packets_per_second,6,top10_by_importance,source_test,target_test,0.6427,9009.4962,,9215.3936,205.8975,2355.759,0.5568,6050.4468,1144.7336,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bytes_per_second,19,other,source_test,target_test,0.6765,2016069.978,,2032840.125,16770.0156,300520.6875,33.4522,1808937.625,86999.7578,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,xgb,fwd_packet_ratio,2,top10_by_importance,source_test,target_test,0.3735,0.2337,,0.4966,0.3742,0.5055,0.4615,0.5714,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bwd_packet_ratio,1,top10_by_importance,source_test,target_test,0.3735,0.2337,,0.5034,0.6258,0.4945,0.5385,0.5652,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,fwd_byte_ratio,17,other,source_test,target_test,0.4238,0.2439,,0.62,0.3868,0.5548,0.5,0.9381,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,xgb,bwd_byte_ratio,18,other,source_test,target_test,0.4238,0.2439,,0.38,0.6132,0.4452,0.5,0.7891,1.0,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,duration_s,19,other,source_test,target_test,0.4743,11.688,,0.6481,12.3358,0.0289,2.1518,1.1145,32.472,ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,packet_count_total,18,other,source_test,target_test,0.6674,115.705,,87.6638,46.8128,34.0,4.0,158.0,14.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_total,17,other,source_test,target_test,0.6709,74035.3348,,46286.4609,34017.4766,7856.0,240.0,60143.5625,1083.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,packet_count_fwd,16,other,source_test,target_test,0.7027,72.0603,,49.0304,30.4825,18.0,1.0,80.0,6.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,packet_count_bwd,15,other,source_test,target_test,0.6292,44.7526,,38.6334,16.3304,16.0,4.0,72.0,8.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_fwd,14,other,source_test,target_test,0.7664,68095.6947,,40727.5859,30586.1602,3080.0,76.0,54462.0,563.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_bwd,13,other,source_test,target_test,0.6798,5977.6162,,5558.873,3431.3115,1684.0,240.0,8928.0,507.0,ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,protocol,12,other,source_test,target_test,0.1021,1.1226,,9.0115,10.1341,6.0,6.0,17.0,17.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lstm,is_tcp,11,other,source_test,target_test,0.1021,0.1021,,0.7262,0.6242,1.0,1.0,1.0,1.0,ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lstm,is_udp,10,top10_by_importance,source_test,target_test,0.1021,0.1021,,0.2738,0.3758,0.0,0.0,1.0,1.0,[TOP10]ks_drift_low
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_per_packet,9,top10_by_importance,source_test,target_test,0.8154,167.5311,,251.9827,84.965,157.0,73.875,462.4,77.6923,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_per_packet_fwd,8,top10_by_importance,source_test,target_test,0.6341,270.6787,,328.2319,57.5655,117.9683,72.0,800.9117,93.8333,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_per_packet_bwd,7,top10_by_importance,source_test,target_test,0.3723,64.7625,,132.5778,70.0629,73.0,61.4,194.1979,77.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,packets_per_second,6,top10_by_importance,source_test,target_test,0.6427,9009.4962,,9215.3936,205.8975,2355.759,0.5568,6050.4468,1144.7336,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bytes_per_second,5,top10_by_importance,source_test,target_test,0.6765,2016069.978,,2032840.125,16770.0156,300520.6875,33.4522,1808937.625,86999.7578,[TOP10]ks_drift_severe
unsw_to_iot,UNSW-NB15,IoT-23,lstm,fwd_packet_ratio,4,top10_by_importance,source_test,target_test,0.3735,0.2337,,0.4966,0.3742,0.5055,0.4615,0.5714,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bwd_packet_ratio,3,top10_by_importance,source_test,target_test,0.3735,0.2337,,0.5034,0.6258,0.4945,0.5385,0.5652,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,fwd_byte_ratio,2,top10_by_importance,source_test,target_test,0.4238,0.2439,,0.62,0.3868,0.5548,0.5,0.9381,1.0,[TOP10]ks_drift_high
unsw_to_iot,UNSW-NB15,IoT-23,lstm,bwd_byte_ratio,1,top10_by_importance,source_test,target_test,0.4238,0.2439,,0.38,0.6132,0.4452,0.5,0.7891,1.0,[TOP10]ks_drift_high
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,duration_s,15,other,source_test,target_test,0.4626,7.9278,,8.5515,0.6481,0.0235,0.0289,11.8217,1.1145,ks_drift_high
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,packet_count_total,6,top10_by_importance,source_test,target_test,0.5576,81.6083,,18.5562,87.6638,4.0,34.0,22.0,158.0,[TOP10]ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,bytes_total,2,top10_by_importance,source_test,target_test,0.5504,47948.5282,,15524.8477,46286.4609,316.0,7856.0,12119.0,60143.5625,[TOP10]ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,packet_count_fwd,18,other,source_test,target_test,0.5225,46.4311,,9.7627,49.0304,2.0,18.0,11.0,80.0,ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,packet_count_bwd,1,top10_by_importance,source_test,target_test,0.5596,35.2188,,8.7934,38.6334,2.0,16.0,11.0,72.0,[TOP10]ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,bytes_fwd,4,top10_by_importance,source_test,target_test,0.5483,44723.2145,,9520.2139,40727.5859,138.0,3080.0,1698.0,54462.0,[TOP10]ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,bytes_bwd,3,top10_by_importance,source_test,target_test,0.5247,5355.027,,6004.6353,5558.873,130.0,1684.0,9362.0,8928.0,[TOP10]ks_drift_severe
cic_to_unsw,CIC-IDS2017,UNSW-NB15,lr,protocol,10,top10_by_importance,source_test,target_test,0.1189,1.3076,,10.3191,9.0115,6.0,6.0,17.0,17.0,[TOP10]ks_drift_low
