eval_block,source_dataset,target_dataset,regime,fusion_name,component_methods,threshold_type,threshold_value_or_mode,score_normalization_rule,eligible,f1,precision,recall,fpr,roc_auc,pr_auc,best_single_method_same_tier,best_single_f1_same_tier,best_single_recall_same_tier,best_single_fpr_same_tier,delta_f1_vs_best_single,delta_recall_vs_best_single,delta_fpr_vs_best_single,interpretable_gain_type,notes
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0549,0.0525,0.0516,-0.0549,-0.0525,-0.0516,tradeoff_not_worth_it,lr degenerate at val_tuned — OR uses non-degenerate xgb side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0718,0.0527,0.1125,0.1212,,,lr,0.0641,0.0753,0.0764,0.0077,0.0372,0.0448,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0321,0.1045,0.0189,0.0097,,,lr,0.0641,0.0753,0.0764,-0.032,-0.0564,-0.0667,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.1429,0.1112,0.1998,0.0958,,,lr,0.1429,0.1998,0.0958,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.1429,0.1998,0.0958,-0.1429,-0.1998,-0.0958,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0068,0.1832,0.0035,0.0009,,,lr,0.0068,0.0035,0.0009,0.0,0.0,0.0,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.0068,0.0035,0.0009,-0.0068,-0.0035,-0.0009,no_material_gain,lr degenerate at val_tuned — OR uses non-degenerate lstm side
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0866,0.0713,0.1102,0.0861,,,lr,0.0641,0.0753,0.0764,0.0225,0.0349,0.0097,tradeoff_not_worth_it, [Reclassified: mechanistic unique TP exists but FPR too high for deployment]
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0001,,,lr,0.0641,0.0753,0.0764,-0.0641,-0.0753,-0.0763,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.0003,0.0769,0.0001,0.0001,,,xgb,0.0003,0.0001,0.0001,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0003,0.0001,0.0001,-0.0003,-0.0001,-0.0001,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0549,0.0575,0.0525,0.0516,,,xgb,0.0549,0.0525,0.0516,0.0,0.0,0.0,no_material_gain,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0549,0.0525,0.0516,-0.0549,-0.0525,-0.0516,tradeoff_not_worth_it,
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0828,0.0781,0.0882,0.0625,,,lstm,0.0582,0.0348,0.0097,0.0246,0.0534,0.0528,tradeoff_not_worth_it, [Reclassified: mechanistic unique TP exists but FPR too high for deployment]
cic_to_unsw,CIC-IDS2017,UNSW-NB15,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0053,0.0837,0.0027,0.0018,,,lstm,0.0582,0.0348,0.0097,-0.0529,-0.0321,-0.0079,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.0456,0.025,0.2562,0.5989,,,xgb,0.0438,0.2072,0.495,0.0018,0.049,0.1039,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0259,0.015,0.0946,0.3731,,,xgb,0.0438,0.2072,0.495,-0.0179,-0.1126,-0.1219,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0399,0.022,0.217,0.5802,,,lr,0.0397,0.2081,0.5572,0.0002,0.0089,0.023,no_material_gain,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0332,0.0201,0.0957,0.2801,,,lr,0.0397,0.2081,0.5572,-0.0065,-0.1124,-0.2771,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.022,0.0139,0.0516,0.219,,,lr,0.022,0.0516,0.219,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lr side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.022,0.0516,0.219,-0.022,-0.0516,-0.219,tradeoff_not_worth_it,xgb degenerate at fixed_fpr — OR uses non-degenerate lr side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.0522,0.0291,0.2514,0.5034,,,lstm,0.1394,0.1079,0.0264,-0.0872,0.1435,0.477,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1394,0.1079,0.0264,-0.1394,-0.1079,-0.0264,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.054,0.0297,0.2977,0.5833,,,lstm,0.1177,0.0896,0.026,-0.0637,0.2081,0.5573,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1177,0.0896,0.026,-0.1177,-0.0896,-0.026,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.022,0.014,0.0518,0.219,,,lr,0.022,0.0516,0.219,0.0,0.0002,0.0,no_material_gain,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.022,0.0516,0.219,-0.022,-0.0516,-0.219,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.0596,0.0331,0.2974,0.5209,,,lstm,0.1394,0.1079,0.0264,-0.0798,0.1895,0.4945,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0344,0.6816,0.0176,0.0005,,,lstm,0.1394,0.1079,0.0264,-0.105,-0.0903,-0.0259,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0582,0.0342,0.1943,0.3291,,,lstm,0.1177,0.0896,0.026,-0.0595,0.1047,0.3031,mostly_fp_relaxation,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.1177,0.0896,0.026,-0.1177,-0.0896,-0.026,tradeoff_not_worth_it,
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0003,0.5,0.0001,0.0,,,lstm,0.0003,0.0001,0.0,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
iot_to_unsw,IoT-23,UNSW-NB15,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lstm,0.0003,0.0001,0.0,-0.0003,-0.0001,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.7023,0.5435,0.9921,0.5593,,,lr,0.7313,0.8031,0.264,-0.029,0.189,0.2953,mostly_fp_relaxation,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0056,0.0135,0.0035,0.1721,,,lr,0.7313,0.8031,0.264,-0.7257,-0.7996,-0.0919,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.6945,0.5576,0.9203,0.49,,,lr,0.7403,0.7819,0.2218,-0.0458,0.1384,0.2682,mostly_fp_relaxation,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0002,0.0007,0.0001,0.1045,,,lr,0.7403,0.7819,0.2218,-0.7401,-0.7818,-0.1173,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0,0.0,0.0559,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0,0.0,0.0559,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.6116,0.4919,0.8082,0.5603,,,lr,0.7313,0.8031,0.264,-0.1197,0.0051,0.2963,mostly_fp_relaxation,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.7601,0.7263,0.7971,0.2016,,,lr,0.7313,0.8031,0.264,0.0288,-0.006,-0.0624,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.6705,0.5759,0.8023,0.3965,,,lr,0.7403,0.7819,0.2218,-0.0698,0.0204,0.1747,mostly_fp_relaxation,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.8027,0.8275,0.7794,0.109,,,lr,0.7403,0.7819,0.2218,0.0624,-0.0025,-0.1128,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0,0.0,0.0559,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0,0.0,0.0559,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.6812,0.519,0.9909,0.6164,,,lstm,0.6307,0.8022,0.4979,0.0505,0.1887,0.1185,tradeoff_not_worth_it, [Reclassified: mechanistic unique TP exists but FPR too high for deployment]
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0051,0.0074,0.0039,0.3489,,,lstm,0.6307,0.8022,0.4979,-0.6256,-0.7983,-0.149,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.6917,0.5479,0.9378,0.5193,,,lstm,0.7197,0.7997,0.2837,-0.028,0.1381,0.2356,mostly_fp_relaxation,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0007,0.002,0.0004,0.1371,,,lstm,0.7197,0.7997,0.2837,-0.719,-0.7993,-0.1466,tradeoff_not_worth_it,
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0,0.0,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
unsw_to_cic,UNSW-NB15,CIC-IDS2017,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0,0.0,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.784,0.7122,0.8721,0.4695,,,lr,0.8601,0.8608,0.1874,-0.0761,0.0113,0.2821,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.893,0.9682,0.8287,0.0363,,,lr,0.8601,0.8608,0.1874,0.0329,-0.0321,-0.1511,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.8373,0.8175,0.8582,0.2552,,,lr,0.8643,0.8575,0.1689,-0.027,0.0007,0.0863,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.8446,0.9695,0.7482,0.0314,,,lr,0.8643,0.8575,0.1689,-0.0197,-0.1093,-0.1375,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0041,0.002,0.0013,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0041,0.002,0.0013,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.7304,0.5808,0.9838,0.9458,,,lr,0.8601,0.8608,0.1874,-0.1297,0.123,0.7584,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.8341,0.8692,0.8019,0.1608,,,lr,0.8601,0.8608,0.1874,-0.026,-0.0589,-0.0266,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.7571,0.6205,0.9707,0.7908,,,lr,0.8643,0.8575,0.1689,-0.1072,0.1132,0.6219,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.4866,0.8262,0.3449,0.0966,,,lr,0.8643,0.8575,0.1689,-0.3777,-0.5126,-0.0723,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0041,0.002,0.0013,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0041,0.002,0.0013,,,,not_applicable,both lr and lstm degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.732,0.5802,0.9913,0.9552,,,xgb,0.8081,0.84,0.3183,-0.0761,0.1513,0.6369,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.7792,0.785,0.7735,0.2822,,,xgb,0.8081,0.84,0.3183,-0.0289,-0.0665,-0.0361,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.7143,0.5983,0.8861,0.7925,,,xgb,0.8153,0.7489,0.1176,-0.101,0.1372,0.6749,mostly_fp_relaxation,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.4741,0.9073,0.3209,0.0437,,,xgb,0.8153,0.7489,0.1176,-0.3412,-0.428,-0.0739,tradeoff_not_worth_it,
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0,0.0,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
unsw_to_iot,UNSW-NB15,IoT-23,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,False,,,,,,,xgb,0.0,0.0,0.0,,,,not_applicable,both xgb and lstm degenerate at fixed_fpr
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+xgb,default,frozen_binary,binary_only,True,0.0804,0.2097,0.0497,0.1257,,,lr,0.0863,0.0497,0.0683,-0.0059,0.0,0.0574,no_material_gain,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+xgb,default,frozen_binary,binary_only,True,0.0004,0.0039,0.0002,0.0413,,,lr,0.0863,0.0497,0.0683,-0.0859,-0.0495,-0.027,tradeoff_not_worth_it,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0794,0.1913,0.0501,0.1422,,,lr,0.0809,0.0501,0.1269,-0.0015,0.0,0.0153,no_material_gain,xgb degenerate at val_tuned — OR uses non-degenerate lr side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+xgb,val_tuned,frozen_binary,binary_only,True,0.0004,0.0041,0.0002,0.0353,,,lr,0.0809,0.0501,0.1269,-0.0805,-0.0499,-0.0916,tradeoff_not_worth_it,xgb degenerate at val_tuned — OR uses non-degenerate lr side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0019,0.001,0.0131,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+xgb,fixed_fpr,frozen_binary,binary_only,False,,,,,,,lr,0.0019,0.001,0.0131,,,,not_applicable,both lr and xgb degenerate at fixed_fpr
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+lstm,default,frozen_binary,binary_only,True,0.2467,0.3459,0.1917,0.2433,,,lstm,0.2607,0.1914,0.186,-0.014,0.0003,0.0573,mostly_fp_relaxation,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+lstm,default,frozen_binary,binary_only,True,0.0928,0.7507,0.0495,0.011,,,lstm,0.2607,0.1914,0.186,-0.1679,-0.1419,-0.175,tradeoff_not_worth_it,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.2409,0.3232,0.1921,0.2699,,,lstm,0.2653,0.1914,0.1689,-0.0244,0.0007,0.101,mostly_fp_relaxation,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+lstm,val_tuned,frozen_binary,binary_only,True,0.0909,0.5619,0.0495,0.0259,,,lstm,0.2653,0.1914,0.1689,-0.1744,-0.1419,-0.143,tradeoff_not_worth_it,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0019,0.0231,0.001,0.028,,,lr,0.0019,0.001,0.0131,0.0,0.0,0.0149,no_material_gain,lr degenerate at fixed_fpr — OR uses non-degenerate lstm side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,lr+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,lr,0.0019,0.001,0.0131,-0.0019,-0.001,-0.0131,no_material_gain,lr degenerate at fixed_fpr — OR uses non-degenerate lstm side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,xgb+lstm,default,frozen_binary,binary_only,True,0.2493,0.3564,0.1917,0.2323,,,lstm,0.2607,0.1914,0.186,-0.0114,0.0003,0.0463,mostly_fp_relaxation,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,xgb+lstm,default,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0523,,,lstm,0.2607,0.1914,0.186,-0.2607,-0.1914,-0.1337,tradeoff_not_worth_it,
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.2564,0.3872,0.1916,0.2036,,,lstm,0.2653,0.1914,0.1689,-0.0089,0.0002,0.0347,no_material_gain,xgb degenerate at val_tuned — OR uses non-degenerate lstm side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,xgb+lstm,val_tuned,frozen_binary,binary_only,True,0.0,0.0,0.0,0.016,,,lstm,0.2653,0.1914,0.1689,-0.2653,-0.1914,-0.1529,tradeoff_not_worth_it,xgb degenerate at val_tuned — OR uses non-degenerate lstm side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,OR,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0149,,,xgb,0.0,0.0,0.0,0.0,0.0,0.0149,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
iot_to_cic,IoT-23,CIC-IDS2017,cross_domain,AND,xgb+lstm,fixed_fpr,frozen_binary,binary_only,True,0.0,0.0,0.0,0.0,,,xgb,0.0,0.0,0.0,0.0,0.0,0.0,no_material_gain,xgb degenerate at fixed_fpr — OR uses non-degenerate lstm side
